11
450;Fir(Wood)
540;Pine(Wood)
420;Aspen(Wood)
2700;Aluminium
7700;Steel
7400;Cast Iron
2300;Asbestos
7500;Zinc
27700;Duraluminium
8700;Brass
960;Plastic
