15
250;Cork
360;Fir (wood)
400;Pine (wood)
550;Oak (wood)
2700;Aluminium
7100;Zinc
7800;Steel
8900;Copper
11350;Lead
2800;Duralumin
7000;Cast iron
8400;Brass
8600;Bronze
900;Rubber
1400;Polyethylene
